Date,Year,Month,Country,State,Region,Confirmed_Cases,Malaria_Deaths,Malaria_Incidence_per_1000,Season(Dry/Rainy),Mortality Rate(%),Quarter
Feb-2003,2003,February,Nigeria,Enugu,South East,56958,195,19.41,Dry,0.34,1
Mar-2003,2003,March,Nigeria,Kano,North West,357911,1698,37.84,Dry,0.47,1
Mar-2003,2003,March,Nigeria,Kaduna,North West,243425,994,43.08,Dry,0.41,1
Mar-2003,2003,March,Nigeria,Borno,North East,95365,486,24.95,Dry,0.51,1
Mar-2003,2003,March,Nigeria,Kwara,North Central,18272,73,8.23,Dry,0.40,1
Mar-2003,2003,March,Nigeria,Lagos,South West,197333,538,20.41,Dry,0.27,1
Mar-2003,2003,March,Nigeria,Ogun,South West,77319,311,19.38,Dry,0.40,1
Mar-2003,2003,March,Nigeria,Rivers,South South,95863,346,20.5,Dry,0.36,1
Mar-2003,2003,March,Nigeria,Enugu,South East,71839,280,24.49,Dry,0.39,1
Apr-2003,2003,April,Nigeria,Kano,North West,318708,1464,33.69,Rainy,0.46,2
Apr-2003,2003,April,Nigeria,Kaduna,North West,197030,796,34.87,Rainy,0.40,2
Apr-2003,2003,April,Nigeria,Borno,North East,97535,605,25.51,Rainy,0.62,2
Apr-2003,2003,April,Nigeria,Kwara,North Central,14938,66,6.73,Rainy,0.44,2
Apr-2003,2003,April,Nigeria,Lagos,South West,162163,403,16.77,Rainy,0.25,2
Apr-2003,2003,April,Nigeria,Ogun,South West,74185,331,18.59,Rainy,0.45,2
Apr-2003,2003,April,Nigeria,Rivers,South South,93163,359,19.92,Rainy,0.39,2
Apr-2003,2003,April,Nigeria,Enugu,South East,64849,276,22.1,Rainy,0.43,2
May-2003,2003,May,Nigeria,Kano,North West,318418,1070,33.66,Rainy,0.34,2
May-2003,2003,May,Nigeria,Kaduna,North West,197569,643,34.97,Rainy,0.33,2
May-2003,2003,May,Nigeria,Borno,North East,85095,538,22.26,Rainy,0.63,2
May-2003,2003,May,Nigeria,Kwara,North Central,14539,68,6.55,Rainy,0.47,2
May-2003,2003,May,Nigeria,Lagos,South West,180696,486,18.69,Rainy,0.27,2
May-2003,2003,May,Nigeria,Ogun,South West,67776,182,16.98,Rainy,0.27,2
May-2003,2003,May,Nigeria,Rivers,South South,98210,327,21,Rainy,0.33,2
May-2003,2003,May,Nigeria,Enugu,South East,67972,254,23.17,Rainy,0.37,2
Jun-2003,2003,June,Nigeria,Kano,North West,317298,1568,33.54,Rainy,0.49,2
Jun-2003,2003,June,Nigeria,Kaduna,North West,219199,1283,38.8,Rainy,0.59,2
Jun-2003,2003,June,Nigeria,Borno,North East,99843,744,26.12,Rainy,0.75,2
Jun-2003,2003,June,Nigeria,Kwara,North Central,17476,59,7.87,Rainy,0.34,2
Jun-2003,2003,June,Nigeria,Lagos,South West,205752,602,21.28,Rainy,0.29,2
Jun-2003,2003,June,Nigeria,Ogun,South West,90753,376,22.74,Rainy,0.41,2
Jun-2003,2003,June,Nigeria,Rivers,South South,117713,452,25.17,Rainy,0.38,2
Jun-2003,2003,June,Nigeria,Enugu,South East,71475,269,24.36,Rainy,0.38,2
Jul-2003,2003,July,Nigeria,Kano,North West,430796,1529,45.54,Rainy,0.35,3
Jul-2003,2003,July,Nigeria,Kaduna,North West,263387,866,46.62,Rainy,0.33,3
Jul-2003,2003,July,Nigeria,Borno,North East,123116,633,32.2,Rainy,0.51,3
Jul-2003,2003,July,Nigeria,Kwara,North Central,23022,82,10.36,Rainy,0.36,3
Jul-2003,2003,July,Nigeria,Lagos,South West,257854,512,26.67,Rainy,0.20,3
Jul-2003,2003,July,Nigeria,Ogun,South West,101706,397,25.49,Rainy,0.39,3
Jul-2003,2003,July,Nigeria,Rivers,South South,144081,504,30.81,Rainy,0.35,3
Jul-2003,2003,July,Nigeria,Enugu,South East,83441,336,28.44,Rainy,0.40,3
Aug-2003,2003,August,Nigeria,Kano,North West,423025,2276,44.72,Rainy,0.54,3
Aug-2003,2003,August,Nigeria,Kaduna,North West,221361,1080,39.18,Rainy,0.49,3
Aug-2003,2003,August,Nigeria,Borno,North East,129719,701,33.93,Rainy,0.54,3
Aug-2003,2003,August,Nigeria,Kwara,North Central,21406,89,9.64,Rainy,0.42,3
Aug-2003,2003,August,Nigeria,Lagos,South West,240330,460,24.86,Rainy,0.19,3
Aug-2003,2003,August,Nigeria,Ogun,South West,106873,357,26.78,Rainy,0.33,3
Aug-2003,2003,August,Nigeria,Rivers,South South,135300,428,28.93,Rainy,0.32,3
Aug-2003,2003,August,Nigeria,Enugu,South East,92846,331,31.65,Rainy,0.36,3
Sep-2003,2003,September,Nigeria,Kano,North West,619865,2722,65.53,Rainy,0.44,3
Sep-2003,2003,September,Nigeria,Kaduna,North West,381115,1590,67.46,Rainy,0.42,3
Sep-2003,2003,September,Nigeria,Borno,North East,159380,924,41.69,Rainy,0.58,3
Sep-2003,2003,September,Nigeria,Kwara,North Central,33598,118,15.13,Rainy,0.35,3
Sep-2003,2003,September,Nigeria,Lagos,South West,383405,1092,39.66,Rainy,0.28,3
Sep-2003,2003,September,Nigeria,Ogun,South West,140436,448,35.19,Rainy,0.32,3
Sep-2003,2003,September,Nigeria,Rivers,South South,188699,704,40.35,Rainy,0.37,3
Sep-2003,2003,September,Nigeria,Enugu,South East,125556,484,42.8,Rainy,0.39,3
Oct-2003,2003,October,Nigeria,Kano,North West,492902,2432,52.11,Rainy,0.49,4
Oct-2003,2003,October,Nigeria,Kaduna,North West,297125,1516,52.59,Rainy,0.51,4
Oct-2003,2003,October,Nigeria,Borno,North East,131160,735,34.31,Rainy,0.56,4
Oct-2003,2003,October,Nigeria,Kwara,North Central,23924,69,10.77,Rainy,0.29,4
Oct-2003,2003,October,Nigeria,Lagos,South West,270958,844,28.03,Rainy,0.31,4
Oct-2003,2003,October,Nigeria,Ogun,South West,109509,430,27.44,Rainy,0.39,4
Oct-2003,2003,October,Nigeria,Rivers,South South,139878,616,29.91,Rainy,0.44,4
Oct-2003,2003,October,Nigeria,Enugu,South East,105331,492,35.9,Rainy,0.47,4
Nov-2003,2003,November,Nigeria,Kano,North West,487862,2568,51.57,Dry,0.53,4
Nov-2003,2003,November,Nigeria,Kaduna,North West,290810,1569,51.47,Dry,0.54,4
Nov-2003,2003,November,Nigeria,Borno,North East,134615,827,35.21,Dry,0.61,4
Nov-2003,2003,November,Nigeria,Kwara,North Central,22498,42,10.13,Dry,0.19,4
Nov-2003,2003,November,Nigeria,Lagos,South West,246720,748,25.52,Dry,0.30,4
Nov-2003,2003,November,Nigeria,Ogun,South West,109597,457,27.46,Dry,0.42,4
Nov-2003,2003,November,Nigeria,Rivers,South South,148061,734,31.66,Dry,0.50,4
Nov-2003,2003,November,Nigeria,Enugu,South East,103305,335,35.21,Dry,0.32,4
Dec-2003,2003,December,Nigeria,Kano,North West,470746,2426,49.77,Dry,0.52,4
Dec-2003,2003,December,Nigeria,Kaduna,North West,263719,1492,46.68,Dry,0.57,4
Dec-2003,2003,December,Nigeria,Borno,North East,121016,585,31.66,Dry,0.48,4
Dec-2003,2003,December,Nigeria,Kwara,North Central,20783,91,9.36,Dry,0.44,4
Dec-2003,2003,December,Nigeria,Lagos,South West,216732,654,22.42,Dry,0.30,4
Dec-2003,2003,December,Nigeria,Ogun,South West,98830,354,24.77,Dry,0.36,4
Dec-2003,2003,December,Nigeria,Rivers,South South,126828,462,27.12,Dry,0.36,4
Dec-2003,2003,December,Nigeria,Enugu,South East,72862,198,24.84,Dry,0.27,4
Jan-2004,2004,January,Nigeria,Kano,North West,295433,1183,30.43,Dry,0.40,1
Jan-2004,2004,January,Nigeria,Kaduna,North West,192000,803,33.15,Dry,0.42,1
Jan-2004,2004,January,Nigeria,Borno,North East,84932,520,21.67,Dry,0.61,1
Jan-2004,2004,January,Nigeria,Kwara,North Central,14698,44,6.46,Dry,0.30,1
Jan-2004,2004,January,Nigeria,Lagos,South West,182524,492,18.55,Dry,0.27,1
Jan-2004,2004,January,Nigeria,Ogun,South West,75555,208,18.47,Dry,0.28,1
Jan-2004,2004,January,Nigeria,Rivers,South South,103895,396,21.67,Dry,0.38,1
Jan-2004,2004,January,Nigeria,Enugu,South East,66647,219,22.16,Dry,0.33,1
Feb-2004,2004,February,Nigeria,Kano,North West,274893,1196,28.32,Dry,0.44,1
Feb-2004,2004,February,Nigeria,Kaduna,North West,179027,779,30.91,Dry,0.44,1
Feb-2004,2004,February,Nigeria,Borno,North East,82965,525,21.17,Dry,0.63,1
Feb-2004,2004,February,Nigeria,Kwara,North Central,14405,57,6.33,Dry,0.40,1
Feb-2004,2004,February,Nigeria,Lagos,South West,141466,394,14.38,Dry,0.28,1
Feb-2004,2004,February,Nigeria,Ogun,South West,67679,262,16.55,Dry,0.39,1
Feb-2004,2004,February,Nigeria,Rivers,South South,87605,327,18.27,Dry,0.37,1
Feb-2004,2004,February,Nigeria,Enugu,South East,49908,139,16.6,Dry,0.28,1
Mar-2004,2004,March,Nigeria,Kano,North West,391213,2187,40.3,Dry,0.56,1
Mar-2004,2004,March,Nigeria,Kaduna,North West,238826,875,41.24,Dry,0.37,1
Mar-2004,2004,March,Nigeria,Borno,North East,97486,675,24.88,Dry,0.69,1
Mar-2004,2004,March,Nigeria,Kwara,North Central,18068,73,7.94,Dry,0.40,1
Mar-2004,2004,March,Nigeria,Lagos,South West,219994,563,22.36,Dry,0.26,1
Mar-2004,2004,March,Nigeria,Ogun,South West,78688,262,19.24,Dry,0.33,1
Mar-2004,2004,March,Nigeria,Rivers,South South,107894,484,22.51,Dry,0.45,1
Mar-2004,2004,March,Nigeria,Enugu,South East,76067,307,25.3,Dry,0.40,1
Apr-2004,2004,April,Nigeria,Kano,North West,337428,1483,34.76,Rainy,0.44,2
Apr-2004,2004,April,Nigeria,Kaduna,North West,176599,721,30.49,Rainy,0.41,2
Apr-2004,2004,April,Nigeria,Borno,North East,79699,329,20.34,Rainy,0.41,2
Apr-2004,2004,April,Nigeria,Kwara,North Central,13815,51,6.07,Rainy,0.37,2
Apr-2004,2004,April,Nigeria,Lagos,South West,166723,370,16.95,Rainy,0.22,2
Apr-2004,2004,April,Nigeria,Ogun,South West,64080,211,15.67,Rainy,0.33,2
Apr-2004,2004,April,Nigeria,Rivers,South South,90694,329,18.92,Rainy,0.36,2
Apr-2004,2004,April,Nigeria,Enugu,South East,54483,137,18.12,Rainy,0.25,2
May-2004,2004,May,Nigeria,Kano,North West,342392,1568,35.27,Rainy,0.46,2
May-2004,2004,May,Nigeria,Kaduna,North West,183022,784,31.6,Rainy,0.43,2
May-2004,2004,May,Nigeria,Borno,North East,93765,398,23.93,Rainy,0.42,2
May-2004,2004,May,Nigeria,Kwara,North Central,14277,62,6.27,Rainy,0.43,2
May-2004,2004,May,Nigeria,Lagos,South West,212095,425,21.56,Rainy,0.20,2
May-2004,2004,May,Nigeria,Ogun,South West,69757,262,17.05,Rainy,0.38,2
May-2004,2004,May,Nigeria,Rivers,South South,93634,382,19.53,Rainy,0.41,2
May-2004,2004,May,Nigeria,Enugu,South East,65548,215,21.8,Rainy,0.33,2
Jun-2004,2004,June,Nigeria,Kano,North West,449211,1595,46.28,Rainy,0.36,2
Jun-2004,2004,June,Nigeria,Kaduna,North West,260680,1283,45.01,Rainy,0.49,2
Jun-2004,2004,June,Nigeria,Borno,North East,96045,497,24.51,Rainy,0.52,2
Jun-2004,2004,June,Nigeria,Kwara,North Central,19682,61,8.64,Rainy,0.31,2
Jun-2004,2004,June,Nigeria,Lagos,South West,241839,470,24.58,Rainy,0.19,2
Jun-2004,2004,June,Nigeria,Ogun,South West,89374,249,21.85,Rainy,0.28,2
Jun-2004,2004,June,Nigeria,Rivers,South South,125221,422,26.12,Rainy,0.34,2
Jun-2004,2004,June,Nigeria,Enugu,South East,90195,293,29.99,Rainy,0.32,2
Jul-2004,2004,July,Nigeria,Kano,North West,444966,2327,45.84,Rainy,0.52,3
Jul-2004,2004,July,Nigeria,Kaduna,North West,280682,1136,48.47,Rainy,0.40,3
Jul-2004,2004,July,Nigeria,Borno,North East,123955,558,31.63,Rainy,0.45,3
Jul-2004,2004,July,Nigeria,Kwara,North Central,19448,99,8.54,Rainy,0.51,3
Jul-2004,2004,July,Nigeria,Lagos,South West,268170,781,27.26,Rainy,0.29,3
Jul-2004,2004,July,Nigeria,Ogun,South West,113555,342,27.76,Rainy,0.30,3
Jul-2004,2004,July,Nigeria,Rivers,South South,139313,541,29.06,Rainy,0.39,3
Jul-2004,2004,July,Nigeria,Enugu,South East,79605,296,26.47,Rainy,0.37,3
Aug-2004,2004,August,Nigeria,Kano,North West,509951,1999,52.53,Rainy,0.39,3
Aug-2004,2004,August,Nigeria,Kaduna,North West,309288,955,53.41,Rainy,0.31,3
Aug-2004,2004,August,Nigeria,Borno,North East,133867,846,34.16,Rainy,0.63,3
Aug-2004,2004,August,Nigeria,Kwara,North Central,22782,103,10.01,Rainy,0.45,3
Aug-2004,2004,August,Nigeria,Lagos,South West,271200,680,27.57,Rainy,0.25,3
Aug-2004,2004,August,Nigeria,Ogun,South West,119032,365,29.1,Rainy,0.31,3
Aug-2004,2004,August,Nigeria,Rivers,South South,167334,752,34.91,Rainy,0.45,3
Aug-2004,2004,August,Nigeria,Enugu,South East,101905,427,33.89,Rainy,0.42,3
Sep-2004,2004,September,Nigeria,Kano,North West,651295,1744,67.09,Rainy,0.27,3
Sep-2004,2004,September,Nigeria,Kaduna,North West,387647,2016,66.94,Rainy,0.52,3
Sep-2004,2004,September,Nigeria,Borno,North East,164055,953,41.87,Rainy,0.58,3
Sep-2004,2004,September,Nigeria,Kwara,North Central,31104,88,13.66,Rainy,0.28,3
Sep-2004,2004,September,Nigeria,Lagos,South West,353587,822,35.94,Rainy,0.23,3
Sep-2004,2004,September,Nigeria,Ogun,South West,149110,469,36.45,Rainy,0.31,3
Sep-2004,2004,September,Nigeria,Rivers,South South,210379,686,43.88,Rainy,0.33,3
Sep-2004,2004,September,Nigeria,Enugu,South East,142042,542,47.24,Rainy,0.38,3
Oct-2004,2004,October,Nigeria,Kano,North West,608473,2301,62.68,Rainy,0.38,4
Oct-2004,2004,October,Nigeria,Kaduna,North West,387778,1385,66.96,Rainy,0.36,4
Oct-2004,2004,October,Nigeria,Borno,North East,151093,726,38.56,Rainy,0.48,4
Oct-2004,2004,October,Nigeria,Kwara,North Central,27350,95,12.01,Rainy,0.35,4
Oct-2004,2004,October,Nigeria,Lagos,South West,314161,739,31.93,Rainy,0.24,4
Oct-2004,2004,October,Nigeria,Ogun,South West,137512,467,33.62,Rainy,0.34,4
Oct-2004,2004,October,Nigeria,Rivers,South South,185309,721,38.66,Rainy,0.39,4
Oct-2004,2004,October,Nigeria,Enugu,South East,122456,392,40.72,Rainy,0.32,4
Nov-2004,2004,November,Nigeria,Kano,North West,533013,2574,54.91,Dry,0.48,4
Nov-2004,2004,November,Nigeria,Kaduna,North West,294087,1410,50.78,Dry,0.48,4
Nov-2004,2004,November,Nigeria,Borno,North East,122687,546,31.31,Dry,0.45,4
Nov-2004,2004,November,Nigeria,Kwara,North Central,24413,107,10.72,Dry,0.44,4
Nov-2004,2004,November,Nigeria,Lagos,South West,241814,601,24.58,Dry,0.25,4
Nov-2004,2004,November,Nigeria,Ogun,South West,112655,389,27.54,Dry,0.35,4
Nov-2004,2004,November,Nigeria,Rivers,South South,150071,629,31.3,Dry,0.42,4
Nov-2004,2004,November,Nigeria,Enugu,South East,86656,316,28.82,Dry,0.36,4
Dec-2004,2004,December,Nigeria,Kano,North West,453111,1685,46.68,Dry,0.37,4
Dec-2004,2004,December,Nigeria,Kaduna,North West,237550,1051,41.02,Dry,0.44,4
Dec-2004,2004,December,Nigeria,Borno,North East,112788,502,28.78,Dry,0.45,4
Dec-2004,2004,December,Nigeria,Kwara,North Central,21162,71,9.29,Dry,0.34,4
Dec-2004,2004,December,Nigeria,Lagos,South West,232935,692,23.68,Dry,0.30,4
Dec-2004,2004,December,Nigeria,Ogun,South West,90086,242,22.02,Dry,0.27,4
Dec-2004,2004,December,Nigeria,Rivers,South South,131080,478,27.34,Dry,0.36,4
Dec-2004,2004,December,Nigeria,Enugu,South East,92228,329,30.67,Dry,0.36,4
Jan-2005,2005,January,Nigeria,Kano,North West,296097,1445,29.72,Dry,0.49,1
Jan-2005,2005,January,Nigeria,Kaduna,North West,175006,1028,29.48,Dry,0.59,1
Jan-2005,2005,January,Nigeria,Borno,North East,73539,410,18.31,Dry,0.56,1
Jan-2005,2005,January,Nigeria,Kwara,North Central,12953,50,5.55,Dry,0.39,1
Jan-2005,2005,January,Nigeria,Lagos,South West,155622,380,15.54,Dry,0.24,1
Jan-2005,2005,January,Nigeria,Ogun,South West,61804,186,14.74,Dry,0.30,1
Jan-2005,2005,January,Nigeria,Rivers,South South,96841,413,19.71,Dry,0.43,1
Jan-2005,2005,January,Nigeria,Enugu,South East,54091,246,17.55,Dry,0.45,1
Feb-2005,2005,February,Nigeria,Kano,North West,322253,1244,32.35,Dry,0.39,1
Feb-2005,2005,February,Nigeria,Kaduna,North West,199811,658,33.66,Dry,0.33,1
Feb-2005,2005,February,Nigeria,Borno,North East,79746,501,19.85,Dry,0.63,1
Feb-2005,2005,February,Nigeria,Kwara,North Central,13623,48,5.84,Dry,0.35,1
Feb-2005,2005,February,Nigeria,Lagos,South West,196618,530,19.64,Dry,0.27,1
Feb-2005,2005,February,Nigeria,Ogun,South West,80151,271,19.12,Dry,0.34,1
Feb-2005,2005,February,Nigeria,Rivers,South South,94850,347,19.3,Dry,0.37,1
Feb-2005,2005,February,Nigeria,Enugu,South East,60162,194,19.52,Dry,0.32,1
Mar-2005,2005,March,Nigeria,Kano,North West,350721,1486,35.21,Dry,0.42,1
Mar-2005,2005,March,Nigeria,Kaduna,North West,214580,692,36.15,Dry,0.32,1
Mar-2005,2005,March,Nigeria,Borno,North East,96312,465,23.98,Dry,0.48,1
Mar-2005,2005,March,Nigeria,Kwara,North Central,17333,58,7.43,Dry,0.33,1
Mar-2005,2005,March,Nigeria,Lagos,South West,178034,406,17.78,Dry,0.23,1
Mar-2005,2005,March,Nigeria,Ogun,South West,82022,316,19.56,Dry,0.39,1
Mar-2005,2005,March,Nigeria,Rivers,South South,114992,468,23.4,Dry,0.41,1
Mar-2005,2005,March,Nigeria,Enugu,South East,67958,252,22.05,Dry,0.37,1
Apr-2005,2005,April,Nigeria,Kano,North West,390267,1748,39.18,Rainy,0.45,2
Apr-2005,2005,April,Nigeria,Kaduna,North West,216000,902,36.39,Rainy,0.42,2
Apr-2005,2005,April,Nigeria,Borno,North East,104854,638,26.11,Rainy,0.61,2
Apr-2005,2005,April,Nigeria,Kwara,North Central,18133,83,7.77,Rainy,0.46,2
Apr-2005,2005,April,Nigeria,Lagos,South West,199165,392,19.89,Rainy,0.20,2
Apr-2005,2005,April,Nigeria,Ogun,South West,86592,289,20.65,Rainy,0.33,2
Apr-2005,2005,April,Nigeria,Rivers,South South,115093,385,23.42,Rainy,0.33,2
Apr-2005,2005,April,Nigeria,Enugu,South East,69239,282,22.46,Rainy,0.41,2
May-2005,2005,May,Nigeria,Kano,North West,301536,908,30.27,Rainy,0.30,2
May-2005,2005,May,Nigeria,Kaduna,North West,215336,795,36.28,Rainy,0.37,2
May-2005,2005,May,Nigeria,Borno,North East,80785,435,20.11,Rainy,0.54,2
May-2005,2005,May,Nigeria,Kwara,North Central,15143,47,6.49,Rainy,0.31,2
May-2005,2005,May,Nigeria,Lagos,South West,198251,569,19.8,Rainy,0.29,2
May-2005,2005,May,Nigeria,Ogun,South West,75507,333,18.01,Rainy,0.44,2
May-2005,2005,May,Nigeria,Rivers,South South,94721,385,19.28,Rainy,0.41,2
May-2005,2005,May,Nigeria,Enugu,South East,63468,209,20.59,Rainy,0.33,2
Jun-2005,2005,June,Nigeria,Kano,North West,439628,1648,44.13,Rainy,0.37,2
Jun-2005,2005,June,Nigeria,Kaduna,North West,232673,1028,39.2,Rainy,0.44,2
Jun-2005,2005,June,Nigeria,Borno,North East,123659,626,30.79,Rainy,0.51,2
Jun-2005,2005,June,Nigeria,Kwara,North Central,20035,74,8.59,Rainy,0.37,2
Jun-2005,2005,June,Nigeria,Lagos,South West,205426,464,20.52,Rainy,0.23,2
Jun-2005,2005,June,Nigeria,Ogun,South West,81312,335,19.39,Rainy,0.41,2
Jun-2005,2005,June,Nigeria,Rivers,South South,111731,347,22.74,Rainy,0.31,2
Jun-2005,2005,June,Nigeria,Enugu,South East,74819,187,24.27,Rainy,0.25,2
Jul-2005,2005,July,Nigeria,Kano,North West,497452,1740,49.94,Rainy,0.35,3
Jul-2005,2005,July,Nigeria,Kaduna,North West,283719,1189,47.8,Rainy,0.42,3
Jul-2005,2005,July,Nigeria,Borno,North East,145586,1048,36.25,Rainy,0.72,3
Jul-2005,2005,July,Nigeria,Kwara,North Central,22544,94,9.66,Rainy,0.42,3
Jul-2005,2005,July,Nigeria,Lagos,South West,250425,860,25.01,Rainy,0.34,3
Jul-2005,2005,July,Nigeria,Ogun,South West,110887,487,26.45,Rainy,0.44,3
Jul-2005,2005,July,Nigeria,Rivers,South South,153316,615,31.2,Rainy,0.40,3
Jul-2005,2005,July,Nigeria,Enugu,South East,94110,385,30.53,Rainy,0.41,3
Aug-2005,2005,August,Nigeria,Kano,North West,496447,1560,49.84,Rainy,0.31,3
Aug-2005,2005,August,Nigeria,Kaduna,North West,330077,1378,55.61,Rainy,0.42,3
Aug-2005,2005,August,Nigeria,Borno,North East,149874,861,37.32,Rainy,0.57,3
Aug-2005,2005,August,Nigeria,Kwara,North Central,26217,105,11.23,Rainy,0.40,3
Aug-2005,2005,August,Nigeria,Lagos,South West,299918,715,29.95,Rainy,0.24,3
Aug-2005,2005,August,Nigeria,Ogun,South West,124063,470,29.59,Rainy,0.38,3
Aug-2005,2005,August,Nigeria,Rivers,South South,167126,583,34.01,Rainy,0.35,3
Aug-2005,2005,August,Nigeria,Enugu,South East,118003,499,38.28,Rainy,0.42,3
Sep-2005,2005,September,Nigeria,Kano,North West,640100,2742,64.26,Rainy,0.43,3
Sep-2005,2005,September,Nigeria,Kaduna,North West,407179,1926,68.6,Rainy,0.47,3
Sep-2005,2005,September,Nigeria,Borno,North East,178451,631,44.43,Rainy,0.35,3
Sep-2005,2005,September,Nigeria,Kwara,North Central,34259,123,14.68,Rainy,0.36,3
Sep-2005,2005,September,Nigeria,Lagos,South West,369992,825,36.95,Rainy,0.22,3
Sep-2005,2005,September,Nigeria,Ogun,South West,159256,507,37.99,Rainy,0.32,3
Sep-2005,2005,September,Nigeria,Rivers,South South,211357,793,43.01,Rainy,0.38,3
Sep-2005,2005,September,Nigeria,Enugu,South East,135633,416,44,Rainy,0.31,3
Oct-2005,2005,October,Nigeria,Kano,North West,724220,2605,72.7,Rainy,0.36,4
Oct-2005,2005,October,Nigeria,Kaduna,North West,366065,1611,61.67,Rainy,0.44,4
Oct-2005,2005,October,Nigeria,Borno,North East,152652,852,38.01,Rainy,0.56,4
Oct-2005,2005,October,Nigeria,Kwara,North Central,32733,119,14.03,Rainy,0.36,4
Oct-2005,2005,October,Nigeria,Lagos,South West,339152,1157,33.87,Rainy,0.34,4
Oct-2005,2005,October,Nigeria,Ogun,South West,149786,473,35.73,Rainy,0.32,4
Oct-2005,2005,October,Nigeria,Rivers,South South,184469,624,37.54,Rainy,0.34,4
Oct-2005,2005,October,Nigeria,Enugu,South East,117151,384,38.01,Rainy,0.33,4
Nov-2005,2005,November,Nigeria,Kano,North West,455930,2147,45.77,Dry,0.47,4
Nov-2005,2005,November,Nigeria,Kaduna,North West,273524,937,46.08,Dry,0.34,4
Nov-2005,2005,November,Nigeria,Borno,North East,136251,798,33.92,Dry,0.59,4
Nov-2005,2005,November,Nigeria,Kwara,North Central,21390,95,9.17,Dry,0.44,4
Nov-2005,2005,November,Nigeria,Lagos,South West,256758,754,25.64,Dry,0.29,4
Nov-2005,2005,November,Nigeria,Ogun,South West,105264,397,25.11,Dry,0.38,4
Nov-2005,2005,November,Nigeria,Rivers,South South,134013,422,27.27,Dry,0.31,4
Nov-2005,2005,November,Nigeria,Enugu,South East,96388,439,31.27,Dry,0.46,4
Dec-2005,2005,December,Nigeria,Kano,North West,420219,1921,42.18,Dry,0.46,4
Dec-2005,2005,December,Nigeria,Kaduna,North West,241850,1165,40.74,Dry,0.48,4
Dec-2005,2005,December,Nigeria,Borno,North East,118547,705,29.52,Dry,0.59,4
Dec-2005,2005,December,Nigeria,Kwara,North Central,18435,58,7.9,Dry,0.31,4
Dec-2005,2005,December,Nigeria,Lagos,South West,223397,555,22.31,Dry,0.25,4
Dec-2005,2005,December,Nigeria,Ogun,South West,90591,304,21.61,Dry,0.34,4
Dec-2005,2005,December,Nigeria,Rivers,South South,120767,492,24.58,Dry,0.41,4
Dec-2005,2005,December,Nigeria,Enugu,South East,77343,358,25.09,Dry,0.46,4
Jan-2006,2006,January,Nigeria,Kano,North West,332232,1318,32.5,Dry,0.40,1
Jan-2006,2006,January,Nigeria,Kaduna,North West,187792,1035,30.87,Dry,0.55,1
Jan-2006,2006,January,Nigeria,Borno,North East,83183,413,20.21,Dry,0.50,1
Jan-2006,2006,January,Nigeria,Kwara,North Central,14269,47,5.97,Dry,0.33,1
Jan-2006,2006,January,Nigeria,Lagos,South West,140560,466,13.79,Dry,0.33,1
Jan-2006,2006,January,Nigeria,Ogun,South West,75354,287,17.53,Dry,0.38,1
Jan-2006,2006,January,Nigeria,Rivers,South South,90841,318,18.04,Dry,0.35,1
Jan-2006,2006,January,Nigeria,Enugu,South East,59923,233,18.97,Dry,0.39,1
Feb-2006,2006,February,Nigeria,Kano,North West,361486,1545,35.36,Dry,0.43,1
Feb-2006,2006,February,Nigeria,Kaduna,North West,202159,978,33.23,Dry,0.48,1
Feb-2006,2006,February,Nigeria,Borno,North East,80832,392,19.63,Dry,0.48,1
Feb-2006,2006,February,Nigeria,Kwara,North Central,14774,48,6.18,Dry,0.32,1
